id,display_name,primary_location_display_name,cited_by_count,doi,crossref_call,publication_year,type,is_retracted,cited_by_percentile_year_min,primary_topic_display_name,primary_topic_domain_display_name,primary_topic_subfield_display_name,primary_location_source_host_organization_name,open_access_is_oa,language,primary_topic_field_display_name,update_nature
https://openalex.org/W2897438948,Notice of Retraction: Memristor-Based Self-Configurable Current Mirror for Parallel Strings of LEDs,,0,https://doi.org/10.1109/coconet.2018.8476915,https://api.labs.crossref.org/works/https://doi.org/10.1109/coconet.2018.8476915?mailto=christian.hauschke@tib.eu,2018,article,True,0,Memristive Devices for Neuromorphic Computing,Physical Sciences,Electrical and Electronic Engineering,,False,en,Engineering,Retraction
https://openalex.org/W2897548182,Effect of smoking habit on crestal bone height in maxillary sinus augmentation with bone grafts,Medicina Oral Patologia Oral Y Cirugia Bucal,0,https://doi.org/10.4317/medoral.22439,https://api.labs.crossref.org/works/https://doi.org/10.4317/medoral.22439?mailto=christian.hauschke@tib.eu,2018,article,True,0,Dental Implantology and Peri-implant Diseases,Health Sciences,Oral Surgery,Medicina Oral S.L.,True,en,Dentistry,Retraction
https://openalex.org/W2897588051,RETRACTED ARTICLE: Abelian varieties with finite abelian group action,Archiv der Mathematik,0,https://doi.org/10.1007/s00013-018-1244-3,https://api.labs.crossref.org/works/https://doi.org/10.1007/s00013-018-1244-3?mailto=christian.hauschke@tib.eu,2018,article,True,0,Model Theory and Topological Dynamics,Physical Sciences,Geometry and Topology,Birkhäuser,False,en,Mathematics,Retraction;Crossmark Retraction
https://openalex.org/W2897613304,"Correlation Between Anthropometric, Physical Fitness Traits, Lung Capacity, and Success of Iranian Elite Greco-Roman Wrestlers",Asian journal of sports medicine,0,https://doi.org/10.5812/asjsm.61759,https://api.labs.crossref.org/works/https://doi.org/10.5812/asjsm.61759?mailto=christian.hauschke@tib.eu,2018,article,True,0,Sports Science and Performance Analysis,Health Sciences,Orthopedics and Sports Medicine,,True,en,Medicine,Retraction
https://openalex.org/W2898156693,WITHDRAWN: Post-traumatic stress disorder-related perinatal factors after the first postpartum year,Midwifery,0,https://doi.org/10.1016/j.midw.2018.10.014,https://api.labs.crossref.org/works/https://doi.org/10.1016/j.midw.2018.10.014?mailto=christian.hauschke@tib.eu,2018,article,True,0,Impact of Maternal Mental Health on Offspring,Health Sciences,"Public Health, Environmental and Occupational Health",Elsevier BV,False,en,Medicine,Retraction
https://openalex.org/W2898268347,RETRACTED ARTICLE: Effective Lens Position According to Incision Width in Cataract Surgery Using Phacoemultification and Posterior Chamber Lens Implantation,Seminars in Ophthalmology,0,https://doi.org/10.1080/08820538.2018.1534977,https://api.labs.crossref.org/works/https://doi.org/10.1080/08820538.2018.1534977?mailto=christian.hauschke@tib.eu,2018,article,True,0,Cataract Surgery Techniques and Complications,Health Sciences,Ophthalmology,Taylor & Francis,False,en,Medicine,Retraction
https://openalex.org/W2898694326,RETRACTED ARTICLE: Using fatherhood as a mechanism of change in substance abuse treatment for Hispanic men,Journal of Ethnic & Cultural Diversity in Social Work,0,https://doi.org/10.1080/15313204.2018.1539427,https://api.labs.crossref.org/works/https://doi.org/10.1080/15313204.2018.1539427?mailto=christian.hauschke@tib.eu,2018,article,True,0,Impact of Homelessness on Health and Well-being,Health Sciences,General Health Professions,Taylor & Francis,True,en,Health Professions,Retraction;Crossmark Retraction
https://openalex.org/W2898703968,INCREASE RELIABILITY OF ULTRAHIGH-FREQUENCY CHANNELS OF THE ACTIVE PHASED ARRAY ANTENNA MODULES,Сибирский журнал науки и технологий,0,https://doi.org/10.31772/2587-6066-2018-19-3-497-503,https://api.labs.crossref.org/works/https://doi.org/10.31772/2587-6066-2018-19-3-497-503?mailto=christian.hauschke@tib.eu,2018,article,True,0,Optimization Techniques for Antenna Arrays,Physical Sciences,Aerospace Engineering,,False,en,Engineering,Retraction
https://openalex.org/W2898786688,Retracted: Preconception Care through Religious Leaders in Bangladesh – A Novel Approach,Delta Medical College Journal,0,https://doi.org/10.3329/dmcj.v6i2.38212,https://api.labs.crossref.org/works/https://doi.org/10.3329/dmcj.v6i2.38212?mailto=christian.hauschke@tib.eu,2018,article,True,0,Global Maternal and Child Health Outcomes,Health Sciences,"Pediatrics, Perinatology and Child Health","Delta Medical College, Dhaka",True,en,Medicine,Retraction
https://openalex.org/W2898833968,Retraction Statement: Comparison of nitrogen inputs and accumulation in <sup>210</sup>Pb‐dated peat cores: Evidence for biological N<sub>2</sub>‐fixation in Central European peatlands despite decades of atmospheric N pollution,Global Change Biology,0,https://doi.org/10.1111/gcb.14505,https://api.labs.crossref.org/works/https://doi.org/10.1111/gcb.14505?mailto=christian.hauschke@tib.eu,2018,article,True,0,Carbon Dynamics in Peatland Ecosystems,Physical Sciences,Ecology,Wiley-Blackwell,True,en,Environmental Science,Retraction
https://openalex.org/W2898842959,RETRACTED: A pilot-scale biomass pyrolytic poly-generation plant performance study and self-sufficiency assessment,Bioresource Technology,0,https://doi.org/10.1016/j.biortech.2018.10.084,https://api.labs.crossref.org/works/https://doi.org/10.1016/j.biortech.2018.10.084?mailto=christian.hauschke@tib.eu,2019,article,True,0,Biomass Pyrolysis and Conversion Technologies,Physical Sciences,Biomedical Engineering,Elsevier BV,True,en,Engineering,Retraction;Crossmark Retraction
https://openalex.org/W2898872627,RETRACTED CHAPTER: Requirements for Battery Enclosures - Design Considerations and Practical Examples,Springer eBooks,0,https://doi.org/10.1007/978-3-030-00819-2_14,https://api.labs.crossref.org/works/https://doi.org/10.1007/978-3-030-00819-2_14?mailto=christian.hauschke@tib.eu,2018,book-chapter,True,0,Lithium-ion Battery Management in Electric Vehicles,Physical Sciences,Automotive Engineering,Springer Nature,True,en,Engineering,Retraction;Crossmark Retraction
https://openalex.org/W2899033997,RETRACTED: Online contour extraction and texture analysis – A IoT based case study,Cognitive Systems Research,0,https://doi.org/10.1016/j.cogsys.2018.09.026,https://api.labs.crossref.org/works/https://doi.org/10.1016/j.cogsys.2018.09.026?mailto=christian.hauschke@tib.eu,2018,article,True,0,Innovations in Visual Communication Design and Technology,Physical Sciences,Computer Graphics and Computer-Aided Design,Elsevier BV,False,en,Computer Science,Crossmark Retraction
https://openalex.org/W2899086567,RETRACTED: Gambaran Kejadian Diare Akibat Infeksi Protozoa Usus pada Pasien Kemoterapi di RSUP Dr. M. Djamil Padang,Jurnal Kesehatan Andalas,0,https://doi.org/10.25077/jka.v8i2s.957,https://api.labs.crossref.org/works/https://doi.org/10.25077/jka.v8i2s.957?mailto=christian.hauschke@tib.eu,2019,article,True,0,Maternal and Child Health Services and Non-Communicable Disease Prevention,Health Sciences,"Pediatrics, Perinatology and Child Health",Andalas University,True,id,Medicine,Retraction
