id,display_name,primary_location_display_name,cited_by_count,doi,crossref_call,publication_year,type,is_retracted,cited_by_percentile_year_min,primary_topic_display_name,primary_topic_domain_display_name,primary_topic_subfield_display_name,primary_location_source_host_organization_name,open_access_is_oa,language,primary_topic_field_display_name,update_nature
https://openalex.org/W1573306523,Notice of Retraction: The Effect of Open Market Repurchase on Company's Value,,0,https://doi.org/10.1109/ifita.2009.149,https://api.labs.crossref.org/works/https://doi.org/10.1109/ifita.2009.149?mailto=christian.hauschke@tib.eu,2009,article,True,0,Corporate Governance and Financial Performance,Social Sciences,Accounting,,True,en,"Business, Management and Accounting",
https://openalex.org/W1573343696,Notice of Retraction: Research and implement of the grid security authentication model,,0,https://doi.org/10.1109/icnidc.2009.5360940,https://api.labs.crossref.org/works/https://doi.org/10.1109/icnidc.2009.5360940?mailto=christian.hauschke@tib.eu,2009,article,True,0,Distributed Grid Computing Systems,Physical Sciences,Computer Networks and Communications,,False,en,Computer Science,
https://openalex.org/W1575580810,Notice of Retraction: Executive Compensation Structure and Corporate Performance: An Empirical Evidence from Chinese Listed Companies,,0,https://doi.org/10.1109/ssme.2009.141,https://api.labs.crossref.org/works/https://doi.org/10.1109/ssme.2009.141?mailto=christian.hauschke@tib.eu,2009,article,True,0,Corporate Governance and Financial Performance,Social Sciences,Accounting,,False,en,"Business, Management and Accounting",
https://openalex.org/W1576056407,Notice of Retraction: The Construction Concept and Countermeasure of Undergraduate Employment Promotion and Insurance System,,0,https://doi.org/10.1109/icmss.2009.5302036,https://api.labs.crossref.org/works/https://doi.org/10.1109/icmss.2009.5302036?mailto=christian.hauschke@tib.eu,2009,article,True,0,Meaning and Significance of Work,Social Sciences,Demography,,False,en,Social Sciences,
https://openalex.org/W1576489348,Decoupling Lambda Calculus from B-Trees in Context-Free Grammar,Social Science Research Network,0,https://doi.org/10.2139/ssrn.2285394,https://api.labs.crossref.org/works/https://doi.org/10.2139/ssrn.2285394?mailto=christian.hauschke@tib.eu,2009,article,True,0,Text Compression and Indexing Algorithms,Physical Sciences,Artificial Intelligence,RELX Group (Netherlands),False,en,Computer Science,
https://openalex.org/W1576900519,Notice of Retraction: On people-oriented economics,,0,https://doi.org/10.1109/iccsit.2009.5234701,https://api.labs.crossref.org/works/https://doi.org/10.1109/iccsit.2009.5234701?mailto=christian.hauschke@tib.eu,2009,article,True,0,Existence and Dynamics of Monetary Equilibrium Models,Social Sciences,Economics and Econometrics,,False,en,"Economics, Econometrics and Finance",
https://openalex.org/W1577162067,Notice of Retraction: Investigation on the Relationship between Labor System and Construction Safety,,0,https://doi.org/10.1109/icmss.2009.5301580,https://api.labs.crossref.org/works/https://doi.org/10.1109/icmss.2009.5301580?mailto=christian.hauschke@tib.eu,2009,article,True,0,Enhancing Workplace Safety Culture and Practices,Health Sciences,Radiological and Ultrasound Technology,,False,en,Health Professions,
https://openalex.org/W1577803764,Notice of Retraction: The Systemic Analysis about Construction of Three-Dimensional Network of Logistics,,0,https://doi.org/10.1109/icmss.2009.5301747,https://api.labs.crossref.org/works/https://doi.org/10.1109/icmss.2009.5301747?mailto=christian.hauschke@tib.eu,2009,article,True,0,Information Systems Outsourcing and Offshoring,Social Sciences,Management Information Systems,,False,en,"Business, Management and Accounting",
https://openalex.org/W1577884090,Notice of Retraction: Total Quality Management,,0,https://doi.org/10.1109/icmss.2009.5301742,https://api.labs.crossref.org/works/https://doi.org/10.1109/icmss.2009.5301742?mailto=christian.hauschke@tib.eu,2009,article,True,0,Developing Evidence-Informed Supply Chain Management Knowledge,Social Sciences,Management Information Systems,,False,en,"Business, Management and Accounting",
https://openalex.org/W1579138089,Notice of Retraction: Research and Implementation of Parallel Computation of MODIS L1B Data Preprocess Technique,,0,https://doi.org/10.1109/iis.2009.120,https://api.labs.crossref.org/works/https://doi.org/10.1109/iis.2009.120?mailto=christian.hauschke@tib.eu,2009,article,True,0,Applications of Remote Sensing in Geoscience and Agriculture,Physical Sciences,Atmospheric Science,,False,en,Earth and Planetary Sciences,
https://openalex.org/W1579247607,Notice of Retraction: The Negative Influence of American Foreign Trade Policies on China's Textile International Trade,,0,https://doi.org/10.1109/fitme.2009.46,https://api.labs.crossref.org/works/https://doi.org/10.1109/fitme.2009.46?mailto=christian.hauschke@tib.eu,2009,article,True,0,Impact of International Trade on Productivity and Growth,Social Sciences,"General Economics, Econometrics and Finance",,False,en,"Economics, Econometrics and Finance",
https://openalex.org/W1579902589,Notice of Retraction: On Chinese Monetary Policy's Validity,,0,https://doi.org/10.1109/icctd.2009.268,https://api.labs.crossref.org/works/https://doi.org/10.1109/icctd.2009.268?mailto=christian.hauschke@tib.eu,2009,article,True,0,Mining Technology and Safety Measures,Physical Sciences,"Safety, Risk, Reliability and Quality",,False,en,Engineering,
https://openalex.org/W1579935225,Notice of Retraction: Research on Improved Routing Algorithm Based on QoS Network,,0,https://doi.org/10.1109/eeee.2009.23,https://api.labs.crossref.org/works/https://doi.org/10.1109/eeee.2009.23?mailto=christian.hauschke@tib.eu,2009,article,True,0,End-to-End Congestion Control in Networks,Physical Sciences,Computer Networks and Communications,,False,en,Computer Science,
https://openalex.org/W1581126657,Notice of Retraction: Risk Prediction Model for Construction Projects Based on Rough Sets and Artificial Neural Networks,,0,https://doi.org/10.1109/fitme.2009.113,https://api.labs.crossref.org/works/https://doi.org/10.1109/fitme.2009.113?mailto=christian.hauschke@tib.eu,2009,article,True,0,Rough Sets Theory and Applications,Physical Sciences,Computational Theory and Mathematics,,False,en,Computer Science,
