id,display_name,primary_location_display_name,cited_by_count,doi,crossref_call,publication_year,type,is_retracted,cited_by_percentile_year_min,primary_topic_display_name,primary_topic_domain_display_name,primary_topic_subfield_display_name,primary_location_source_host_organization_name,open_access_is_oa,language,primary_topic_field_display_name,update_nature
https://openalex.org/W2900325700,5-Aminolevulinic Acid-Based Photodynamic Therapy Pretreatment Mitigates Ultraviolet A-Induced Oxidative Photodamage,Oxidative Medicine and Cellular Longevity,7,https://doi.org/10.1155/2018/9420745,https://api.labs.crossref.org/works/https://doi.org/10.1155/2018/9420745?mailto=christian.hauschke@tib.eu,2018,article,True,85,Mechanisms of Skin Aging and Photodamage,Health Sciences,Dermatology,Hindawi Publishing Corporation,True,en,Medicine,Retraction
https://openalex.org/W2900349040,Retracted: Release of CXCL12 From Apoptotic Skeletal Cells Contributes to Bone Growth Defects Following Dexamethasone Therapy in Rats,Journal of Bone and Mineral Research,7,https://doi.org/10.1002/jbmr.3597,https://api.labs.crossref.org/works/https://doi.org/10.1002/jbmr.3597?mailto=christian.hauschke@tib.eu,2018,article,True,85,Innate Immune Recognition and Signaling Pathways,Life Sciences,Immunology,Oxford University Press,True,en,Immunology and Microbiology,Correction;Retraction
https://openalex.org/W2900714025,"Dynamic Evaluation of Orthodontically-Induced Tooth Movement, Root Resorption, and Alveolar Bone Remodeling in Rats by in Vivo Micro-Computed Tomography",Medical Science Monitor,7,https://doi.org/10.12659/msm.912470,https://api.labs.crossref.org/works/https://doi.org/10.12659/msm.912470?mailto=christian.hauschke@tib.eu,2018,article,True,85,Orthodontic Research and Treatment,Health Sciences,Orthodontics,International Scientific Information Inc.,True,en,Dentistry,Retraction
https://openalex.org/W2900844662,RETRACTED ARTICLE: Performance analysis of ethylene-propylene diene monomer sound-absorbing materials based on image processing recognition,Eurasip Journal on Image and Video Processing,7,https://doi.org/10.1186/s13640-018-0372-9,https://api.labs.crossref.org/works/https://doi.org/10.1186/s13640-018-0372-9?mailto=christian.hauschke@tib.eu,2018,article,True,85,Acoustic Metamaterials and Phononic Crystals,Physical Sciences,Biomedical Engineering,Springer Nature,True,en,Engineering,Retraction
https://openalex.org/W2901221107,RETRACTED ARTICLE: Effect of RAB31 silencing on osteosarcoma cell proliferation and migration through the Hedgehog signaling pathway,Journal of Bone and Mineral Metabolism,7,https://doi.org/10.1007/s00774-018-0961-9,https://api.labs.crossref.org/works/https://doi.org/10.1007/s00774-018-0961-9?mailto=christian.hauschke@tib.eu,2018,article,True,85,Hedgehog Signaling in Development and Cancer,Life Sciences,Molecular Biology,Springer Science+Business Media,False,en,"Biochemistry, Genetics and Molecular Biology",Retraction
https://openalex.org/W2902306065,LncRNA CASC2 inhibits autophagy and promotes apoptosis in non-small cell lung cancer cells<i>via</i>regulating the miR-214/TRIM16 axis,RSC Advances,7,https://doi.org/10.1039/c8ra09573f,https://api.labs.crossref.org/works/https://doi.org/10.1039/c8ra09573f?mailto=christian.hauschke@tib.eu,2018,article,True,85,Role of Long Noncoding RNAs in Cancer and Development,Life Sciences,Cancer Research,Royal Society of Chemistry,True,en,"Biochemistry, Genetics and Molecular Biology",Expression of concern
https://openalex.org/W2903536234,"<i>Retracted:</i> Prevalence, antibiotic resistance, and toxigenic gene profile of the <i>Clostridium difficile</i> isolated from molluscan shellfish",Journal of Food Safety,7,https://doi.org/10.1111/jfs.12586,https://api.labs.crossref.org/works/https://doi.org/10.1111/jfs.12586?mailto=christian.hauschke@tib.eu,2018,article,True,85,Clostridium difficile Infection and Treatment,Health Sciences,Infectious Diseases,Wiley-Blackwell,True,en,Medicine,Retraction
https://openalex.org/W2903774577,"<i>Retracted</i> : Knockdown of SRPX2 inhibits the proliferation, migration, and invasion of prostate cancer cells through the PI3K/Akt/mTOR signaling pathway",Journal of Biochemical and Molecular Toxicology,7,https://doi.org/10.1002/jbt.22237,https://api.labs.crossref.org/works/https://doi.org/10.1002/jbt.22237?mailto=christian.hauschke@tib.eu,2018,article,True,85,Lipid Metabolism in Cancer Pathogenesis,Life Sciences,Cancer Research,Wiley,True,en,"Biochemistry, Genetics and Molecular Biology",Retraction
https://openalex.org/W2904544125,Computational fluid dynamics in the numerical simulation analysis of end-to-side anastomosis for coarctation of the aorta,Journal of Thoracic Disease,7,https://doi.org/10.21037/jtd.2018.11.37,https://api.labs.crossref.org/works/https://doi.org/10.21037/jtd.2018.11.37?mailto=christian.hauschke@tib.eu,2018,article,True,85,Epidemiology and Management of Congenital Heart Disease,Health Sciences,Epidemiology,AME Publishing Company,True,en,Medicine,Retraction
https://openalex.org/W2913185872,Vertebrae Segmentation from X-ray Images Using Convolutional Neural Network,,7,https://doi.org/10.1145/3292425.3293463,https://api.labs.crossref.org/works/https://doi.org/10.1145/3292425.3293463?mailto=christian.hauschke@tib.eu,2018,article,True,85,Automated Spine Segmentation and Identification,Physical Sciences,Biomedical Engineering,,False,en,Engineering,Retraction
https://openalex.org/W2944871138,MicroRNA-625 inhibits the progression of non‑small cell lung cancer by directly targeting HOXB5 and deactivating the Wnt/β-catenin pathway,International Journal of Molecular Medicine,7,https://doi.org/10.3892/ijmm.2019.4203,https://api.labs.crossref.org/works/https://doi.org/10.3892/ijmm.2019.4203?mailto=christian.hauschke@tib.eu,2019,article,True,85,MicroRNA Regulation in Cancer and Development,Life Sciences,Cancer Research,Spandidos Publishing,True,en,"Biochemistry, Genetics and Molecular Biology",Retraction
https://openalex.org/W2945626377,<p>microRNA-605 inhibits the oncogenicity of non-small-cell lung cancer by directly targeting Forkhead Box P1</p>,OncoTargets and Therapy,7,https://doi.org/10.2147/ott.s193675,https://api.labs.crossref.org/works/https://doi.org/10.2147/ott.s193675?mailto=christian.hauschke@tib.eu,2019,article,True,85,MicroRNA Regulation in Cancer and Development,Life Sciences,Cancer Research,Dove Medical Press,True,en,"Biochemistry, Genetics and Molecular Biology",Retraction
https://openalex.org/W2946584054,<i>Retracted</i> : Baicalein retards proliferation and collagen deposition by activating p38MAPK‐JNK via microRNA‐29,Journal of Cellular Biochemistry,7,https://doi.org/10.1002/jcb.28829,https://api.labs.crossref.org/works/https://doi.org/10.1002/jcb.28829?mailto=christian.hauschke@tib.eu,2019,article,True,85,Skin Scarring and Remodeling Mechanisms,Health Sciences,Dermatology,Wiley,False,en,Medicine,Retraction
https://openalex.org/W2951594463,<i>Retracted:</i> Bevacizumab synergises with the BCL 2 inhibitor venetoclax to effectively treat B‐cell non‐Hodgkin's lymphoma,European Journal of Haematology,7,https://doi.org/10.1111/ejh.13279,https://api.labs.crossref.org/works/https://doi.org/10.1111/ejh.13279?mailto=christian.hauschke@tib.eu,2019,article,True,85,Lymphoid Neoplasms,Health Sciences,Pathology and Forensic Medicine,Wiley-Blackwell,False,en,Medicine,Retraction
