id,display_name,primary_location_display_name,cited_by_count,doi,crossref_call,publication_year,type,is_retracted,cited_by_percentile_year_min,primary_topic_display_name,primary_topic_domain_display_name,primary_topic_subfield_display_name,primary_location_source_host_organization_name,open_access_is_oa,language,primary_topic_field_display_name,update_nature
https://openalex.org/W3197086872,RETRACTED ARTICLE: Implementation of MapReduce parallel computing framework based on multi-data fusion sensors and GPU cluster,EURASIP Journal on Advances in Signal Processing,1,https://doi.org/10.1186/s13634-021-00787-7,https://api.labs.crossref.org/works/https://doi.org/10.1186/s13634-021-00787-7?mailto=christian.hauschke@tib.eu,2021,article,True,65,Internet of Things and Edge Computing,Physical Sciences,Computer Networks and Communications,Springer Science+Business Media,True,en,Computer Science,
https://openalex.org/W3197518365,RETRACTED ARTICLE: Modelling and simulation of surfacing welding remanufacturing for tunnel boring machine disc cutter,Welding International,1,https://doi.org/10.1080/09507116.2021.1973353,https://api.labs.crossref.org/works/https://doi.org/10.1080/09507116.2021.1973353?mailto=christian.hauschke@tib.eu,2021,article,True,65,Welding Techniques and Residual Stresses,Physical Sciences,Mechanical Engineering,Taylor & Francis,False,en,Engineering,
https://openalex.org/W3197648460,Study on 3D Clothing Color Application Based on Deep Learning-Enabled Macro-Micro Adversarial Network and Human Body Modeling,Computational Intelligence and Neuroscience,1,https://doi.org/10.1155/2021/9918175,https://api.labs.crossref.org/works/https://doi.org/10.1155/2021/9918175?mailto=christian.hauschke@tib.eu,2021,article,True,65,Analysis of Three-Dimensional Shape Structures,Physical Sciences,Computational Mechanics,Hindawi Publishing Corporation,True,en,Engineering,
https://openalex.org/W3197773915,Influencing Factors of Early Neurological Deterioration and Short-Term Prognosis after Intravenous Thrombolysis in Patients with Acute Ischemic Stroke,Evidence-based Complementary and Alternative Medicine,1,https://doi.org/10.1155/2021/6278259,https://api.labs.crossref.org/works/https://doi.org/10.1155/2021/6278259?mailto=christian.hauschke@tib.eu,2021,article,True,65,Epidemiology and Management of Stroke,Health Sciences,Epidemiology,Hindawi Publishing Corporation,True,en,Medicine,
https://openalex.org/W3197802750,RETRACTED ARTICLE:Abnormal anti-cyclone in ocean atmosphere and sports swimming strength training based on target tracking algorithm,Arabian Journal of Geosciences,1,https://doi.org/10.1007/s12517-021-08160-6,https://api.labs.crossref.org/works/https://doi.org/10.1007/s12517-021-08160-6?mailto=christian.hauschke@tib.eu,2021,article,True,65,Impact of Climate Change on Human Health,Physical Sciences,"Health, Toxicology and Mutagenesis",Springer Science+Business Media,True,en,Environmental Science,
https://openalex.org/W3197907866,Effect of Uterine Arterial Chemoembolization Combined with Ultrasound-Guided Uterine Curettage on Cervical Pregnancy and Influencing Factors,Evidence-based Complementary and Alternative Medicine,1,https://doi.org/10.1155/2021/4609497,https://api.labs.crossref.org/works/https://doi.org/10.1155/2021/4609497?mailto=christian.hauschke@tib.eu,2021,article,True,65,Diagnosis and Management of Ectopic Pregnancy,Health Sciences,"Public Health, Environmental and Occupational Health",Hindawi Publishing Corporation,True,en,Medicine,
https://openalex.org/W3198045734,Construction and 3D Simulation of Virtual Animation Instant Network Communication System Based on Convolution Neural Networks,Computational Intelligence and Neuroscience,1,https://doi.org/10.1155/2021/7277733,https://api.labs.crossref.org/works/https://doi.org/10.1155/2021/7277733?mailto=christian.hauschke@tib.eu,2021,article,True,65,Optimization of Big Data Processing and Analysis,Physical Sciences,Artificial Intelligence,Hindawi Publishing Corporation,True,en,Computer Science,
https://openalex.org/W3198106349,RETRACTED ARTICLE: Internet of Things Based Network Security for Supply Chain Management in the Business Environment,Wireless Personal Communications,1,https://doi.org/10.1007/s11277-021-09020-y,https://api.labs.crossref.org/works/https://doi.org/10.1007/s11277-021-09020-y?mailto=christian.hauschke@tib.eu,2021,article,True,65,Blockchain and Internet of Things Integration,Physical Sciences,Information Systems,Springer Science+Business Media,True,en,Computer Science,
https://openalex.org/W3198176296,Effect of Acute Limb Ischemia on the Mortality of Patients with Extracorporeal Membrane Oxygenation Established by Femoral Vein-Arterial Catheterization and Analysis of Related Risk Factors,Evidence-based Complementary and Alternative Medicine,1,https://doi.org/10.1155/2021/3471764,https://api.labs.crossref.org/works/https://doi.org/10.1155/2021/3471764?mailto=christian.hauschke@tib.eu,2021,article,True,65,Mechanical Circulatory Support Systems,Physical Sciences,Biomedical Engineering,Hindawi Publishing Corporation,True,en,Engineering,
https://openalex.org/W3198333168,Development and Validation of Diagnostic Models for Hand-Foot-and-Mouth Disease in Children,Disease Markers,1,https://doi.org/10.1155/2021/1923636,https://api.labs.crossref.org/works/https://doi.org/10.1155/2021/1923636?mailto=christian.hauschke@tib.eu,2021,article,True,65,"Aetiology, Diagnosis, and Management of Myocarditis",Health Sciences,Cardiology and Cardiovascular Medicine,Hindawi Publishing Corporation,True,en,Medicine,
https://openalex.org/W3198795854,Sports Training Health Analysis Algorithm Based on Heart Rhythm Feature Extraction and Convolutional Neural Network,Journal of Healthcare Engineering,1,https://doi.org/10.1155/2021/2946044,https://api.labs.crossref.org/works/https://doi.org/10.1155/2021/2946044?mailto=christian.hauschke@tib.eu,2021,article,True,65,Analysis and Applications of Heart Rate Variability,Health Sciences,Cardiology and Cardiovascular Medicine,Hindawi Publishing Corporation,True,en,Medicine,
https://openalex.org/W3198798262,Development of Training Videos Based on Virtual Reality Side-Cut High-Simulation Simulator of Human Wound Technology and Sealed Sputum Suction,Journal of Healthcare Engineering,1,https://doi.org/10.1155/2021/9985041,https://api.labs.crossref.org/works/https://doi.org/10.1155/2021/9985041?mailto=christian.hauschke@tib.eu,2021,article,True,65,Impact of COVID-19 on Dental Practice,Health Sciences,General Dentistry,Hindawi Publishing Corporation,True,en,Dentistry,
https://openalex.org/W3198848371,RETRACTED: Effect of surface treatment of carbon fibers on the mechanical and frictional properties of polyetheretherketone/polytetrafluoroethylene composites: Experimentation and finite element analysis,"Proceedings of the Institution of Mechanical Engineers, Part J: Journal of Engineering Tribology",1,https://doi.org/10.1177/13506501211042147,https://api.labs.crossref.org/works/https://doi.org/10.1177/13506501211042147?mailto=christian.hauschke@tib.eu,2021,article,True,65,Tribology of Polymers and Composites,Physical Sciences,Mechanics of Materials,SAGE Publishing,False,en,Engineering,
