id,display_name,primary_location_display_name,cited_by_count,doi,crossref_call,publication_year,type,is_retracted,cited_by_percentile_year_min,primary_topic_display_name,primary_topic_domain_display_name,primary_topic_subfield_display_name,primary_location_source_host_organization_name,open_access_is_oa,language,primary_topic_field_display_name,update_nature
https://openalex.org/W2048931651,RETRACTED ARTICLE: Headaches and brain tumors,Neurological Sciences,1,https://doi.org/10.1007/s10072-011-0789-8,https://api.labs.crossref.org/works/https://doi.org/10.1007/s10072-011-0789-8?mailto=christian.hauschke@tib.eu,2011,article,True,71,Migraine Pathophysiology and Treatment,Health Sciences,Psychiatry and Mental health,Springer Science+Business Media,True,en,Medicine,
https://openalex.org/W2049037302,Diagnosis and Measurement: A Reply to Loevinger,Psychological Reports,1,https://doi.org/10.2466/pr0.1956.2.3.117,https://api.labs.crossref.org/works/https://doi.org/10.2466/pr0.1956.2.3.117?mailto=christian.hauschke@tib.eu,1956,article,True,70,Therapeutic Alliance in Psychotherapy,Social Sciences,Clinical Psychology,SAGE Publishing,False,en,Psychology,
https://openalex.org/W2049353213,RETRACTED ARTICLE: Initial Validation of the Caregiver Wish List for Parenting Practices,Journal of Child and Family Studies,1,https://doi.org/10.1007/s10826-011-9486-8,https://api.labs.crossref.org/works/https://doi.org/10.1007/s10826-011-9486-8?mailto=christian.hauschke@tib.eu,2011,article,True,71,Impact of Parenting Stress on Caregivers and Families,Social Sciences,Clinical Psychology,Springer Science+Business Media,True,en,Psychology,
https://openalex.org/W2049693441,Fatigue and Low Temperature Fracture in Bitumen Mastic,Petroleum Science and Technology,1,https://doi.org/10.1080/10916466.2011.574177,https://api.labs.crossref.org/works/https://doi.org/10.1080/10916466.2011.574177?mailto=christian.hauschke@tib.eu,2013,article,True,71,Composite Materials and Structures,Physical Sciences,Mechanics of Materials,Taylor & Francis,False,en,Engineering,
https://openalex.org/W2050433412,Retracted: Pharmacognostical &amp; Phytochemical Studies of Roscea procera (Kakoli) and Lilium Polyphyllum (Ksheerkakoli) in comparison with market samples,Pharmacognosy Journal,1,https://doi.org/10.5530/pj.2011.25.6,https://api.labs.crossref.org/works/https://doi.org/10.5530/pj.2011.25.6?mailto=christian.hauschke@tib.eu,2011,article,True,71,Bioactivity of Steroidal Saponins in Medicinal Plants,Life Sciences,Molecular Biology,EManuscript Services,False,en,"Biochemistry, Genetics and Molecular Biology",
https://openalex.org/W2050783805,RETRACTED ARTICLE: Recent studies in CFD modelling of pollutant dispersion in street canyons,Building Simulation,1,https://doi.org/10.1007/s12273-011-0048-1,https://api.labs.crossref.org/works/https://doi.org/10.1007/s12273-011-0048-1?mailto=christian.hauschke@tib.eu,2012,article,True,70,Urban Wind Environment and Air Quality Modeling,Physical Sciences,Environmental Engineering,Springer Science+Business Media,True,en,Environmental Science,
https://openalex.org/W2052864543,Giant Liver Hydatid Cyst,ARS Medica Tomitana,1,https://doi.org/10.2478/v10307-012-0010-1,https://api.labs.crossref.org/works/https://doi.org/10.2478/v10307-012-0010-1?mailto=christian.hauschke@tib.eu,2012,article,True,71,"Biological, Epidemiological, and Clinical Aspects of Echinococcosis",Health Sciences,Pathology and Forensic Medicine,De Gruyter Open,True,en,Medicine,
https://openalex.org/W2053074195,Voltage sensor ring in a native structure of a membrane-embedded potassium channel,Proceedings of the National Academy of Sciences of the United States of America,1,https://doi.org/10.1073/pnas.1218203110,https://api.labs.crossref.org/works/https://doi.org/10.1073/pnas.1218203110?mailto=christian.hauschke@tib.eu,2013,article,True,71,Molecular Mechanisms of Ion Channels Regulation,Life Sciences,Molecular Biology,National Academy of Sciences,True,en,"Biochemistry, Genetics and Molecular Biology",
https://openalex.org/W2055310065,RETRACTED ARTICLE: Aux alentours du néant: propos sur l’anodin,Neohelicon,1,https://doi.org/10.1007/s11059-013-0186-9,https://api.labs.crossref.org/works/https://doi.org/10.1007/s11059-013-0186-9?mailto=christian.hauschke@tib.eu,2013,article,True,71,Cultural Studies and Education Innovations,Social Sciences,Cultural Studies,Springer Science+Business Media,False,fr,Social Sciences,
https://openalex.org/W2055944370,Retraction: Genistein protects genioglossus myocyte against hypoxia‐induced injury through PI3K‐Akt and ERK MAPK pathways,Journal of Cellular Biochemistry,1,https://doi.org/10.1002/jcb.23190,https://api.labs.crossref.org/works/https://doi.org/10.1002/jcb.23190?mailto=christian.hauschke@tib.eu,2012,article,True,70,Metabolic Reprogramming in Cancer Biology,Life Sciences,Cancer Research,Wiley,False,en,"Biochemistry, Genetics and Molecular Biology",
