id,display_name,primary_location_display_name,cited_by_count,doi,crossref_call,publication_year,type,is_retracted,cited_by_percentile_year_min,primary_topic_display_name,primary_topic_domain_display_name,primary_topic_subfield_display_name,primary_location_source_host_organization_name,open_access_is_oa,language,primary_topic_field_display_name,update_nature
https://openalex.org/W2158457371,Identification & characterisation of the two novel streptococcal pyrogenic exotoxins SPE-L & SPE-M.,PubMed,3,,https://api.labs.crossref.org/works/null?mailto=christian.hauschke@tib.eu,2004,article,True,76,Global Burden of Group A Streptococcal Diseases,Health Sciences,"Public Health, Environmental and Occupational Health",National Institutes of Health,False,en,Medicine,
https://openalex.org/W2168940356,<i>Retracted</i>: Epidemiological evaluation of intraoperative antibiosis as a protective agent against endophthalmitis after cataract surgery,Pharmacoepidemiology and Drug Safety,3,https://doi.org/10.1002/pds.1165,https://api.labs.crossref.org/works/https://doi.org/10.1002/pds.1165?mailto=christian.hauschke@tib.eu,2006,article,True,76,Epidemiology and Management of Ocular Infections,Health Sciences,Ophthalmology,Wiley-Blackwell,False,en,Medicine,Retraction
https://openalex.org/W222422706,Azido{1-[(2-diethylaminoethylimino)methyl]naphthalato}copper(II),Acta Crystallographica Section E-structure Reports Online,3,https://doi.org/10.1107/s1600536806010087,https://api.labs.crossref.org/works/https://doi.org/10.1107/s1600536806010087?mailto=christian.hauschke@tib.eu,2006,article,True,76,Molecular Magnetism and Spintronics,Physical Sciences,"Electronic, Optical and Magnetic Materials",International Union of Crystallography,False,en,Materials Science,Retraction
https://openalex.org/W2254068670,"Tetraaqua(1,10-phenanthroline-κ<sup>2</sup><i>N</i>,<i>N</i>′)nickel(II) naphthalene-1,5-disulfonate dihydrate",Acta Crystallographica Section E-structure Reports Online,3,https://doi.org/10.1107/s1600536806035410,https://api.labs.crossref.org/works/https://doi.org/10.1107/s1600536806035410?mailto=christian.hauschke@tib.eu,2006,article,True,76,Platinum-Based Cancer Chemotherapy,Health Sciences,Oncology,International Union of Crystallography,False,en,Medicine,Retraction
https://openalex.org/W2397689472,Modeling Marine Stratocumulus with a Detailed Microphysical Scheme,Advances in Atmospheric Sciences,3,https://doi.org/10.1007/bf03342546,https://api.labs.crossref.org/works/https://doi.org/10.1007/bf03342546?mailto=christian.hauschke@tib.eu,2004,article,True,76,Atmospheric Aerosols and their Impacts,Physical Sciences,Atmospheric Science,Springer Science+Business Media,False,en,Earth and Planetary Sciences,Retraction
https://openalex.org/W2501706136,2. Being in accordance with oneself,Controversies,3,https://doi.org/10.1075/cvs.1.05sch,https://api.labs.crossref.org/works/https://doi.org/10.1075/cvs.1.05sch?mailto=christian.hauschke@tib.eu,2005,book-chapter,True,76,Philosophical Thought in Ancient Greece and Rome,Social Sciences,Philosophy,John Benjamins Publishing Company,False,en,Arts and Humanities,Expression of concern
https://openalex.org/W3134113350,RETRACTED ARTICLE: Riemann integration,Resonance,3,https://doi.org/10.1007/bf02834475,https://api.labs.crossref.org/works/https://doi.org/10.1007/bf02834475?mailto=christian.hauschke@tib.eu,2006,article,True,76,Foundations of Geometric Mathematics,Physical Sciences,Geometry and Topology,Springer Science+Business Media,False,en,Mathematics,Retraction
https://openalex.org/W334107808,Abundance of Collembola collected from ectomycorrhizal hyphal mats and fruiting bodies of <i>Tricholoma matsutake</i>,Journal of Forest Research,3,https://doi.org/10.1007/s10310-006-0225-8,https://api.labs.crossref.org/works/https://doi.org/10.1007/s10310-006-0225-8?mailto=christian.hauschke@tib.eu,2006,article,True,76,Diversity and Systematics of Collembola Arthropods,Life Sciences,"Ecology, Evolution, Behavior and Systematics",Taylor & Francis,False,en,Agricultural and Biological Sciences,Retraction
https://openalex.org/W4232603147,Retractions,Biology of Reproduction,3,https://doi.org/10.1095/biolreprod.104.030718,https://api.labs.crossref.org/works/https://doi.org/10.1095/biolreprod.104.030718?mailto=christian.hauschke@tib.eu,2006,article,True,76,,,,Oxford University Press,True,,,Retraction
https://openalex.org/W4235136926,Silencing of human methionine adenosyltransferase 1A expression by methylation of the coding region,Journal of Biological Chemistry,3,https://doi.org/10.1074/jbc.m410405200,https://api.labs.crossref.org/works/https://doi.org/10.1074/jbc.m410405200?mailto=christian.hauschke@tib.eu,2004,article,True,76,Role of Homocysteine in Health and Disease,Health Sciences,Rheumatology,Elsevier BV,False,en,Medicine,Retraction
