id,display_name,primary_location_display_name,cited_by_count,doi,crossref_call,publication_year,type,is_retracted,cited_by_percentile_year_min,primary_topic_display_name,primary_topic_domain_display_name,primary_topic_subfield_display_name,primary_location_source_host_organization_name,open_access_is_oa,language,primary_topic_field_display_name,update_nature
https://openalex.org/W2898014735,The Anticancer Effect of Huaier Extract in Renal Cancer 786-O Cells,Pharmacology,13,https://doi.org/10.1159/000492935,https://api.labs.crossref.org/works/https://doi.org/10.1159/000492935?mailto=christian.hauschke@tib.eu,2018,article,True,90,Role of Pim Oncogenes in Tumorigenesis,Health Sciences,Pathology and Forensic Medicine,Karger Publishers,False,en,Medicine,
https://openalex.org/W2898532100,"FEZF1-AS1 is a key regulator of cell cycle, epithelial–mesenchymal transition and Wnt/β-catenin signaling in nasopharyngeal carcinoma cells",Bioscience Reports,13,https://doi.org/10.1042/bsr20180906,https://api.labs.crossref.org/works/https://doi.org/10.1042/bsr20180906?mailto=christian.hauschke@tib.eu,2019,article,True,90,Protein Arginine Methylation in Mammals,Life Sciences,Molecular Biology,Portland Press,True,en,"Biochemistry, Genetics and Molecular Biology",
https://openalex.org/W2898550037,RETRACTED ARTICLE: Injectable hydrogel encapsulating Cu2MnS2 nanoplates for photothermal therapy against breast cancer,Journal of Nanobiotechnology,13,https://doi.org/10.1186/s12951-018-0409-3,https://api.labs.crossref.org/works/https://doi.org/10.1186/s12951-018-0409-3?mailto=christian.hauschke@tib.eu,2018,article,True,90,Nanotechnology and Imaging for Cancer Therapy and Diagnosis,Physical Sciences,Biomedical Engineering,BioMed Central,True,en,Engineering,
https://openalex.org/W2898810666,<i>Retracted</i>: Long noncoding RNA TALNEC2 plays an oncogenic role in breast cancer by binding to EZH2 to target p57<sup>KIP2</sup> and involving in p‐p38 MAPK and NF‐κB pathways,Journal of Cellular Biochemistry,13,https://doi.org/10.1002/jcb.27680,https://api.labs.crossref.org/works/https://doi.org/10.1002/jcb.27680?mailto=christian.hauschke@tib.eu,2018,article,True,90,Role of Long Noncoding RNAs in Cancer and Development,Life Sciences,Cancer Research,Wiley,True,en,"Biochemistry, Genetics and Molecular Biology",
https://openalex.org/W2899123764,RETRACTED: The impact of socio-cultural differences on formation of intrinsic motivation: The case of local and foreign students,Learning and Motivation,13,https://doi.org/10.1016/j.lmot.2018.10.001,https://api.labs.crossref.org/works/https://doi.org/10.1016/j.lmot.2018.10.001?mailto=christian.hauschke@tib.eu,2019,article,True,90,Innovative Approaches in Education and Technology Integration,Physical Sciences,Information Systems,Elsevier BV,False,en,Computer Science,
https://openalex.org/W2900200777,Sexual dimorphism in a top predator ( <i>Notophthalmus viridescens</i> ) drives aquatic prey community assembly,Proceedings of The Royal Society B: Biological Sciences,13,https://doi.org/10.1098/rspb.2018.1717,https://api.labs.crossref.org/works/https://doi.org/10.1098/rspb.2018.1717?mailto=christian.hauschke@tib.eu,2018,article,True,90,Importance and Conservation of Freshwater Biodiversity,Physical Sciences,Nature and Landscape Conservation,Royal Society,True,en,Environmental Science,
https://openalex.org/W2900820401,RETRACTED: Reliability analysis of mechanical components based on a nonlinear fatigue damage accumulation model,International Journal of Damage Mechanics,13,https://doi.org/10.1177/1056789518815219,https://api.labs.crossref.org/works/https://doi.org/10.1177/1056789518815219?mailto=christian.hauschke@tib.eu,2018,article,True,90,Fatigue Mechanics and Fracture Analysis,Physical Sciences,Mechanics of Materials,SAGE Publishing,False,en,Engineering,
https://openalex.org/W2902198814,"Long Non-Coding RNA Urothelial Carcinoma Associated 1 Promotes Proliferation, Migration and Invasion of Osteosarcoma Cells by Regulating microRNA-182",Cellular Physiology and Biochemistry,13,https://doi.org/10.1159/000495493,https://api.labs.crossref.org/works/https://doi.org/10.1159/000495493?mailto=christian.hauschke@tib.eu,2018,article,True,90,Role of Long Noncoding RNAs in Cancer and Development,Life Sciences,Cancer Research,Karger Publishers,True,en,"Biochemistry, Genetics and Molecular Biology",
https://openalex.org/W2902725717,RETRACTED ARTICLE: The differences in pleasing value and learning performance among different groups using mobile augmented reality system for cultural environment learning,Multimedia Tools and Applications,13,https://doi.org/10.1007/s11042-018-6928-y,https://api.labs.crossref.org/works/https://doi.org/10.1007/s11042-018-6928-y?mailto=christian.hauschke@tib.eu,2018,article,True,90,Augmented Reality and its Applications,Physical Sciences,Computer Vision and Pattern Recognition,Springer Science+Business Media,False,en,Computer Science,
https://openalex.org/W2902842444,"Delusion, possession and religion<sup>†</sup>",Nordic Journal of Psychiatry,13,https://doi.org/10.1080/08039488.2018.1525639,https://api.labs.crossref.org/works/https://doi.org/10.1080/08039488.2018.1525639?mailto=christian.hauschke@tib.eu,2018,article,True,90,Impact of Religion and Spirituality on Health Outcomes,Social Sciences,Health,Taylor & Francis,False,en,Social Sciences,
https://openalex.org/W2904921203,Developing a risk management framework to improve public health outcomes by enumerating <i>Salmonella</i> in ground turkey – RETRACTION,Epidemiology and Infection,13,https://doi.org/10.1017/s095026881800328x,https://api.labs.crossref.org/works/https://doi.org/10.1017/s095026881800328x?mailto=christian.hauschke@tib.eu,2018,article,True,90,Global Burden of Foodborne Pathogens,Life Sciences,Food Science,Cambridge University Press,True,en,Agricultural and Biological Sciences,
